Service_Category,Service_Type,Location_Name,Description,Website,Service_Phone,Location_Address_1,Location_Suburb,Location_State,Location_Postcode,Latitude,Longitude
Information & Counselling,Financial Counselling & Budgeting,Kyabra Community Association Inc,No Interest Loans Scheme to assist people on a low,http://www.kyabra.org,(07) 3373 9499,834 Example Street,RUNCORN,QLD,4113,-27.609,153.069
Information & Counselling,Financial Counselling & Budgeting,Lifeline - Brisbane - Client Services,Lifeline Brisbane offers face to face counselling ,http://www.uccommunity.org.au,(07) 3250 1900,835 Example Street,FORTITUDE VALLEY,QLD,4006,-27.457,153.031
Information & Counselling,Financial Counselling & Budgeting,MoneySmart (ASIC),Website run by ASIC established to help people mak,http://www.moneysmart.gov.au,1300 300 630,836 Example Street,BRISBANE,QLD,4000,-27.467,153.027
Information & Counselling,Financial Counselling & Budgeting,MY WEALTH SOLUTIONS,Financial advisors and planners that specialise in,https://mywealthsolutions.com.au,(07) 3852 4114,837 Example Street,BRISBANE CITY,QLD,4006,-27.453,153.042
Information & Counselling,Financial Counselling & Budgeting,Salvation Army - (QLD Phone Service),Food vouchers Financial assistance Call this numbe,http://www.salvos.org.au,(07) 3222 6666,838 Example Street,,,,-27.47,153.023
Information & Counselling,Financial Counselling & Budgeting,Salvation Army - Fortitude Valley (Community Support Service),Food vouchers and parcels Transport vouchers (with,,(07) 3852 4438,839 Example Street,FORTITUDE VALLEY,QLD,4006,-27.454,153.032
Information & Counselling,Financial Counselling & Budgeting,Salvation Army - Moneycare Service,The Salvation Army's Moneycare service provides fr,https://salvos.org.au/need-help/financial-assistance/financial-counselling/,1300 363 622,840 Example Street,BRISBANE,QLD,4000,-27.467,153.027
Information & Counselling,General Support Services & Counselling,Advocates For Survivors Of Child Abuse,Advocates for Survivors of Child Abuse (ASCA) is a,http://www.blueknot.org.au/,(07) 3824 6670,841 Example Street,BRISBANE,QLD,4000,-27.471,153.023
Information & Counselling,General Support Services & Counselling,Alternatives To Violence Project Queensland Incorporated,"AVP is an independant, international network of tr",http://www.avpq.org.au,(07) 3286 2593,842 Example Street,SHERWOOD,QLD,4075,-27.531,152.983
Information & Counselling,General Support Services & Counselling,Alzheimers Association Of Queensland - Wooloowin,The Alzheimers Association of Queensland operates ,http://www.alzheimersonline.org,1800 639 331,843 Example Street,WOOLOOWIN,QLD,4030,-27.417,153.04
Information & Counselling,General Support Services & Counselling,Alzheimer's Australia - National Dementia Helpline,"If you have memory concerns, or if you are caring ",https://qld.fightdementia.org.au/qld/about-us/contact-us,1800 100 500,844 Example Street,WOOLLOONGABBA,QLD,4102,-27.487,153.037
Information & Counselling,General Support Services & Counselling,Anglicare Southern Queensland,Anglicare Southern Queensland is a proud member of,http://www.anglicaresq.org.au,1300 610 610,845 Example Street,BRISBANE,QLD,4000,-27.463,153.03
Information & Counselling,General Support Services & Counselling,Arthritis Queensland Telephone Information Service,Information and support is available via telephone,http://www.arthritis.org.au,1800 011 041,846 Example Street,WINDSOR,QLD,4030,-27.437,153.031
Information & Counselling,General Support Services & Counselling,Arthritis Support Group,The Arthritis Support Group meets on the fourth We,,(07) 3345 3264,847 Example Street,SUNNYBANK,QLD,4109,-27.577,153.053
Information & Counselling,General Support Services & Counselling,ASSIST Psychological & Counselling Services,Provides psychological treatment and counselling f,,(07) 3216 9033,848 Example Street,SUNNYBANK,QLD,4109,-27.575,153.054
Information & Counselling,General Support Services & Counselling,Asthma Foundation Queensland - Brisbane,The Asthma Foundation of Queensland offers a varie,http://www.asthmaaustralia.org.au,(07) 3252 7677,849 Example Street,FORTITUDE VALLEY,QLD,4006,-27.452,153.031
Information & Counselling,General Support Services & Counselling,Asthma Foundation Queensland - Information Line,Asthma education and support for parents of childr,http://www.asthmaaustralia.org.au,1800 278 462,850 Example Street,FORTITUDE VALLEY,QLD,4006,-27.452,153.031
Information & Counselling,General Support Services & Counselling,Australian Red Cross - Homestay program,The Homestay program is defined by the delivery of,http://www.redcross.org.au/homelessness.aspx,(07) 3863 0448,851 Example Street,,,,-27.472,153.004
Information & Counselling,General Support Services & Counselling,Australian Red Cross - Wynnum,"Relief in times of crisis, care when it's needed m",http://www.redcross.org.au/,(07) 3396 6242,852 Example Street,WYNNUM,QLD,4178,-27.433,153.166
Information & Counselling,General Support Services & Counselling,Australian Red Cross Community Centre - Bowen Hills,Red Cross College provides FREE counselling every ,http://www.redcross.org.au/volunteer-community-and-activities-worker---jeays-street.aspx,(07) 3852 5105,853 Example Street,BOWEN HILLS,QLD,4006,-27.448,153.035
Information & Counselling,General Support Services & Counselling,Australian Securities & Investments Commission's MoneySmart Teaching Resources & Outreach Education Programes,"Service Method: Advice & Information, Events/ Work",https://www.moneysmart.gov.au/teaching,(07) 3867 4700,854 Example Street,BRISBANE,QLD,4000,-27.467,153.027
Information & Counselling,General Support Services & Counselling,Australian Transgender Support Assoc Qld (ATSAQ),The Australian Transgender Support Association is ,http://www.atsaq.com,(07) 3843 5024,855 Example Street,,,,-27.465,153.047
Information & Counselling,General Support Services & Counselling,AVPQ,The Alternatives to Violence Project Qld offers lo,http://www.avpq.org.au,,856 Example Street,,,,-27.52,152.984
Information & Counselling,General Support Services & Counselling,BABI - Youth and Family Service,BABI Youth & Family Service provides:- Youth Accom,http://www.babi.org.au,(07) 3393 4176,857 Example Street,WYNNUM,QLD,4178,-27.441,153.172
Information & Counselling,General Support Services & Counselling,Beyond Blue Ltd,We all have good days and bad days. Then there are,https://www.beyondblue.org.au/,1300 224 636,858 Example Street,BRISBANE,QLD,4000,-27.469,153.025
Information & Counselling,General Support Services & Counselling,Blue Care - Brisbane Bereavement Support Services,Loss Grief Bereavement Support by Brisbane Region ,http://www.bluecare.org.au,(07) 3213 7311,859 Example Street,CARINA HEIGHTS,QLD,4152,-27.514,153.097
Information & Counselling,General Support Services & Counselling,Brisbane Child Psychologist,Dr Natalie Gunn offers counselling and psychologic,http://www.hartleypsych.com.au,(07) 3105 5937,860 Example Street,RED HILL,QLD,4059,-27.455,153.006
Information & Counselling,General Support Services & Counselling,BRISBANE COUNSELLING CENTRE,"Looking for psychologists in Brisbane, contact the",http://www.brisbanecounsellingcentre.com.au,(07) 3831 4452,861 Example Street,BRISBANE,QLD,4000,-27.464,153.026
Information & Counselling,General Support Services & Counselling,Brisbane Domestic Violence Advocacy Service,The Brisbane Domestic Violence Advocacy Service is,http://www.bdvs.org.au/,(07) 3217 2544,862 Example Street,WEST END,QLD,4101,-27.481,153.012
Information & Counselling,General Support Services & Counselling,Brisbane Rape and Incest Survivors Support Centre,BRISSC provides individual face to face and teleph,http://www.brissc.org.au,(07) 3391 2573,863 Example Street,WOOLLOONGABBA,QLD,4102,-27.494,153.035
Information & Counselling,General Support Services & Counselling,Bundaberg Regional Access Advisory Committee Inc,Bundaberg Regional Access Committee is an advocacy,http://www.yourhealth.net.au/eastside/,(07) 4154 4494,864 Example Street,BRISBANE,QLD,4000,-27.469,153.029
Information & Counselling,General Support Services & Counselling,Cancer Council 13 11 20 - Statewide,The Breast Cancer Support Service operates through,http://www.cancerqld.org.au,13 11 20,865 Example Street,FORTITUDE VALLEY,QLD,4006,-27.452,153.029
Information & Counselling,General Support Services & Counselling,CAPS TALK SUICIDE Support Service,The TALK SUICIDE Support Service offers FREE austr,http://www.caps.org.au,1800 008 255,866 Example Street,BRISBANE,QLD,4000,-27.471,153.023
Information & Counselling,General Support Services & Counselling,Career Keys,Strengthening The Community Career Keys are commit,http://careerkeys.com.au/home,(07) 3200 2700,867 Example Street,INALA,QLD,4077,-27.601,152.973
Information & Counselling,General Support Services & Counselling,Carers Advisory Service,The Carer Advisory Service is a statewide service ,http://www.carersqld.asn.au,1800 242 636,868 Example Street,CAMP HILL,QLD,4152,-27.499,153.081
Information & Counselling,General Support Services & Counselling,Carers Queensland,Carers Queensland represents the diverse needs and,http://www.carersqld.asn.au,(07) 3900 8100,869 Example Street,CAMP HILL,QLD,4152,-27.498,153.081
Information & Counselling,General Support Services & Counselling,Carers Queensland Inc Info and Referral and Intake Line,"Information, referral and support for family carer",http://www.carersqld.asn.au/,,870 Example Street,BRISBANE,QLD,4000,-27.467,153.027
Information & Counselling,General Support Services & Counselling,Carers Queensland: Brisbane North Regional Office ,Carers Queensland represents the diverse needs and,http://carersqld.asn.au/,(07) 3624 1700,871 Example Street,STAFFORD,QLD,4053,-27.411,153.02
Information & Counselling,General Support Services & Counselling,Carers Queensland: Brisbane South Regional Office,Carers Queensland represents the diverse needs and,http://www.carersqld.asn.au,(07) 3723 5010,872 Example Street,MT GRAVATT EAST,QLD,4122,-27.537,153.078
Information & Counselling,General Support Services & Counselling,Carinity Communities - Talera,"Our counselling service at Greenslopes, Brisbane, ",http://www.carinity.org.au,(07) 3397 7287,873 Example Street,,,,-27.514,153.053
Information & Counselling,General Support Services & Counselling,Centacare - Apostleship of the Sea,"Care for the Spiritual, Social, and Material welfa",http://www.centacarebrisbane.net.au/,1300 236 822,874 Example Street,WYNNUM,QLD,4178,-27.447,153.175
Information & Counselling,General Support Services & Counselling,Centacare - Aspley Respite Centre,"Centre Based Day Care, Domestic Assistance, Allied",http://centacarebrisbane.net.au/,1300 236 822,875 Example Street,ASPLEY,QLD,4034,-27.366,153.034
Information & Counselling,General Support Services & Counselling,Centacare - Chermside Family Relationship Centre,Family Dispute Resolution Services,http://www.centacarebrisbane.net.au/,1300 236 822,876 Example Street,CHERMSIDE,QLD,4032,-27.383,153.032
Information & Counselling,General Support Services & Counselling,Centacare - Community Services,Community Services Administration,http://www.centacarebrisbane.net.au/,1300 236 822,877 Example Street,GREENSLOPES,QLD,4120,-27.499,153.044
Information & Counselling,General Support Services & Counselling,Centacare - Darra,"Domestic Assistance, Personal Care, Respite Care, ",http://www.centacarebrisbane.net.au/,1300 236 822,878 Example Street,OXLEY,QLD,4075,-27.568,152.966
Information & Counselling,General Support Services & Counselling,Centacare - Enoggera Day Respite Centre,"Centre Based Day Care, Domestic Assistance, Allied",http://www.centacarebrisbane.net.au/,1300 236 822,879 Example Street,ENOGGERA,QLD,4051,-27.415,152.99
Information & Counselling,General Support Services & Counselling,Centacare - Family and Relationship Services,"Children's Programs, Community Service Programs, F",http://www.centacarebrisbane.net.au,1300 236 822,880 Example Street,FORTITUDE VALLEY,QLD,4006,-27.457,153.038
Information & Counselling,General Support Services & Counselling,Centacare - Hospital Chalaincy,Service to people in hospitals,http://www.centacarebrisbane.net.au/,1300 236 822,881 Example Street,BRISBANE,QLD,4000,-27.468,153.028
Information & Counselling,General Support Services & Counselling,Centacare - Northgate Community Services,"Centre Based Day Care, Domestic Assistance, Case M",http://www.centacarebrisbane.net.au,1300 236 822,882 Example Street,NORTHGATE,QLD,4013,-27.397,153.073
Information & Counselling,General Support Services & Counselling,Centacare - Pastoral Ministries,"Apostleship of the Sea, Psychiatric Pastoral Care,",http://www.centacarebrisbane.net.au/,1300 236 822,883 Example Street,BRISBANE,QLD,4000,-27.468,153.028
Information & Counselling,General Support Services & Counselling,Centacare - Prison Chaplaincy,Service to people in prisons,http://www.centacarebrisbane.net.au/,1300 236 822,884 Example Street,BRISBANE,QLD,4000,-27.471,153.023
Information & Counselling,General Support Services & Counselling,Centacare - Service Support Division,Veterans home and garden care and domestic support,http://www.centacarebrisbane.net.au/,1300 236 822,885 Example Street,STONES CORNER,QLD,4120,-27.499,153.044
Information & Counselling,General Support Services & Counselling,Centacare CFRS - Foritude Valley,Centacare currently offers counselling,http://www.centacarebrisbane.net.au,1300 326 822,886 Example Street,FORTITUDE VALLEY,QLD,4006,-27.457,153.038
Information & Counselling,General Support Services & Counselling,Centacare Prison Services,Service to released prisoners and support for thei,http://www.centacarebrisbane.net.au/,1300 236 822,887 Example Street,SOUTH BRISBANE,QLD,4101,-27.473,153.015
Information & Counselling,General Support Services & Counselling,Centre for Human Potential (CFHP) Psychology and Coaching,The Centre For Human Potential has psychologists t,http://www.cfhp.com.au/,(07) 3211 1117,888 Example Street,BRISBANE,QLD,4000,-27.467,153.026
Information & Counselling,General Support Services & Counselling,Centrelink Customer Service Centre - Stones Corner,"Centrelink customer service centre locations, Remo",http://www.humanservices.gov.au/,13 28 50,889 Example Street,GREENSLOPES,QLD,4120,-27.503,153.046
Information & Counselling,General Support Services & Counselling,Child Aware,The Child Aware Counselling Service consists of Ps,http://www.childaware.com.au,1300 914 318,890 Example Street,CARINA,QLD,4152,-27.491,153.04
Information & Counselling,General Support Services & Counselling,Children By Choice Association Incorporated,Children by Choice provide a Queensland-wide telep,http://www.childrenbychoice.org.au,(07) 3357 5377,891 Example Street,WINDSOR,QLD,4030,-27.434,153.031
